V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,T1,T2
6.18,18.00,29793.10,2307.35,8827.25,246.24,246.24,767.86,288.00,667.06,2.50,1.00,13.12,1.03,33.80,0.67,0.97,1.00
7.15,21.00,38985.94,2678.08,9132.63,332.25,332.25,820.68,288.00,690.24,2.97,1.00,15.41,1.04,43.55,0.86,0.97,1.00
8.21,24.00,50994.11,3087.51,9314.49,438.00,438.00,917.80,288.00,732.10,3.57,1.00,18.28,1.04,59.71,1.18,0.97,1.00
9.30,27.00,72776.68,3560.43,9771.31,645.06,645.06,1075.11,288.00,778.90,4.50,1.00,22.40,1.05,88.88,1.76,0.97,1.00
1.14,3.00,6775.99,1338.98,6686.19,6.94,6.94,642.62,288.00,572.49,1.31,1.00,7.06,1.02,22.51,0.31,0.97,1.00
2.09,6.00,3784.31,1386.73,6843.21,30.06,30.06,516.67,288.00,562.05,1.24,1.00,6.59,1.02,0.00,0.15,0.97,1.00
3.14,9.00,8378.92,1386.76,7119.86,60.36,60.36,579.87,288.00,580.10,1.39,1.00,7.43,1.02,12.04,0.24,0.97,1.00
4.16,12.00,14722.79,1547.47,7788.57,113.79,113.79,633.79,288.00,606.08,1.66,1.00,8.84,1.02,16.85,0.33,0.97,1.00
5.14,15.00,21633.63,1924.34,8494.50,175.27,175.27,700.49,288.00,636.84,2.08,1.00,10.99,1.03,24.72,0.49,0.97,1.00
6.18,18.00,29793.46,2307.34,8828.28,246.28,246.28,766.80,288.00,666.85,2.50,1.00,13.11,1.03,33.73,0.67,0.97,1.00
7.15,21.00,38985.54,2678.08,9133.13,332.24,332.24,819.68,288.00,690.08,2.96,1.00,15.39,1.04,43.47,0.86,0.97,1.00
8.21,24.00,50994.00,3087.51,9314.90,438.07,438.07,916.78,288.00,731.95,3.57,1.00,18.26,1.04,59.62,1.18,0.97,1.00
9.30,27.00,72777.51,3560.42,9772.10,645.14,645.14,1074.26,288.00,778.76,4.50,1.00,22.37,1.05,88.78,1.76,0.97,1.00
1.14,3.00,5390.83,1320.07,6675.70,5.90,5.90,610.82,288.00,567.20,1.27,1.00,6.81,1.02,30.21,0.28,0.97,1.00
2.09,6.00,3903.69,1387.99,6846.50,30.29,30.29,519.19,288.00,562.40,1.24,1.00,6.61,1.02,0.00,0.15,0.97,1.00
3.14,9.00,8379.04,1386.76,7122.43,60.36,60.36,579.09,288.00,579.96,1.39,1.00,7.42,1.02,12.01,0.24,0.97,1.00
4.16,12.00,14722.92,1547.47,7790.58,113.79,113.79,632.94,288.00,605.92,1.66,1.00,8.83,1.02,16.81,0.33,0.97,1.00
5.14,15.00,21633.74,1924.34,8495.40,175.32,175.32,699.55,288.00,636.67,2.08,1.00,10.98,1.03,24.67,0.49,0.97,1.00
6.18,18.00,29793.73,2307.33,8829.30,246.31,246.31,765.73,288.00,666.63,2.50,1.00,13.10,1.03,33.66,0.67,0.97,1.00
7.15,21.00,38985.16,2678.09,9133.63,332.13,332.13,818.69,288.00,689.91,2.96,1.00,15.37,1.04,43.39,0.86,0.97,1.00
8.21,24.00,50993.94,3087.51,9315.31,437.95,437.95,915.77,288.00,731.79,3.57,1.00,18.24,1.04,59.53,1.18,0.97,1.00
9.30,27.00,72778.62,3560.42,9772.90,645.02,645.02,1073.42,288.00,778.62,4.50,1.00,22.35,1.05,88.67,1.76,0.97,1.00
1.14,3.00,3926.03,1311.94,6671.56,5.45,5.45,572.63,288.00,561.27,1.22,1.00,6.55,1.02,31.76,0.24,0.97,1.00
2.09,6.00,4105.70,1390.00,6850.24,30.68,30.68,524.05,288.00,563.22,1.25,1.00,6.64,1.02,0.00,0.16,0.97,1.00
3.14,9.00,8379.11,1386.76,7124.99,60.36,60.36,578.30,288.00,579.81,1.39,1.00,7.42,1.02,11.98,0.24,0.97,1.00
4.16,12.00,14722.94,1547.47,7792.59,113.79,113.79,632.09,288.00,605.76,1.66,1.00,8.82,1.02,16.77,0.33,0.97,1.00
5.14,15.00,21633.95,1924.35,8496.31,175.29,175.29,698.61,288.00,636.49,2.08,1.00,10.97,1.03,24.61,0.49,0.97,1.00
6.18,18.00,29794.05,2307.31,8830.33,246.28,246.28,764.68,288.00,666.42,2.50,1.00,13.08,1.03,33.59,0.67,0.97,1.00
7.15,21.00,38984.80,2678.09,9134.13,332.22,332.22,817.70,288.00,689.75,2.96,1.00,15.36,1.04,43.31,0.86,0.97,1.00
8.21,24.00,50993.89,3087.51,9315.72,438.00,438.00,914.76,288.00,731.64,3.57,1.00,18.22,1.04,59.43,1.18,0.97,1.00
9.30,27.00,72779.76,3560.42,9773.68,645.18,645.18,1072.57,288.00,778.49,4.50,1.00,22.32,1.05,88.57,1.75,0.97,1.00
1.14,3.00,1863.58,1313.04,6672.28,5.50,5.50,511.45,288.00,552.00,1.15,1.00,6.16,1.02,27.93,0.16,0.97,1.00
2.09,6.00,4117.68,1390.00,6852.80,30.68,30.68,523.67,288.00,563.11,1.25,1.00,6.64,1.02,0.00,0.16,0.97,1.00
3.14,9.00,8379.18,1386.76,7127.55,60.36,60.36,577.52,288.00,579.67,1.39,1.00,7.41,1.02,11.94,0.24,0.97,1.00
4.16,12.00,14723.15,1547.47,7794.61,113.78,113.78,631.24,288.00,605.61,1.66,1.00,8.81,1.02,16.73,0.33,0.97,1.00
5.14,15.00,21634.22,1924.35,8497.22,175.32,175.32,697.68,288.00,636.32,2.08,1.00,10.96,1.03,24.56,0.49,0.97,1.00
6.18,18.00,29794.37,2307.30,8831.35,246.31,246.31,763.62,288.00,666.21,2.50,1.00,13.07,1.03,33.52,0.66,0.97,1.00
7.15,21.00,38984.49,2678.09,9134.64,332.23,332.23,816.71,288.00,689.58,2.96,1.00,15.34,1.04,43.23,0.86,0.97,1.00
8.21,24.00,50993.81,3087.51,9316.12,437.95,437.95,913.75,288.00,731.48,3.57,1.00,18.20,1.04,59.34,1.18,0.97,1.00
9.30,27.00,72780.04,3560.42,9774.46,645.17,645.17,1071.73,288.00,778.35,4.49,1.00,22.30,1.05,88.47,1.75,0.97,1.00
1.14,3.00,963.66,1321.02,6678.62,5.91,5.91,478.28,288.00,547.06,1.12,1.00,5.97,1.02,22.28,0.12,0.97,1.00
2.09,6.00,4563.16,1392.85,6857.02,31.23,31.23,534.73,288.00,564.97,1.26,1.00,6.72,1.02,0.00,0.17,0.97,1.00
3.14,9.00,8379.30,1386.76,7130.11,60.36,60.36,576.74,288.00,579.52,1.39,1.00,7.40,1.02,11.91,0.24,0.97,1.00
4.16,12.00,14723.12,1547.47,7796.61,113.78,113.78,630.40,288.00,605.45,1.66,1.00,8.80,1.02,16.69,0.33,0.97,1.00
5.14,15.00,21634.12,1924.35,8498.12,175.32,175.32,696.75,288.00,636.14,2.08,1.00,10.95,1.03,24.51,0.49,0.97,1.00
6.18,18.00,29794.56,2307.29,8832.38,246.25,246.25,762.57,288.00,665.99,2.50,1.00,13.06,1.03,33.45,0.66,0.97,1.00
7.15,21.00,38984.15,2678.09,9135.14,332.19,332.19,815.73,288.00,689.42,2.96,1.00,15.32,1.04,43.15,0.85,0.97,1.00
8.21,24.00,50993.73,3087.51,9316.53,438.10,438.10,912.75,288.00,731.33,3.57,1.00,18.18,1.04,59.24,1.17,0.97,1.00
9.30,27.00,72780.12,3560.43,9775.22,645.15,645.15,1070.89,288.00,778.22,4.49,1.00,22.27,1.05,88.37,1.75,0.97,1.00
1.14,3.00,4849.43,1334.82,6628.68,6.74,6.74,610.97,288.00,568.39,1.26,1.00,6.87,1.02,25.64,0.27,0.97,0.98
2.09,6.00,3182.35,1350.29,6764.74,23.36,23.36,526.75,288.00,561.76,1.21,1.00,6.58,1.02,18.26,0.17,0.97,0.98
3.14,9.00,8376.65,1386.74,7064.00,60.33,60.33,596.27,288.00,582.96,1.39,1.00,7.58,1.02,12.73,0.25,0.97,0.98
4.16,12.00,14720.98,1547.45,7744.62,113.76,113.76,651.66,288.00,609.22,1.66,1.00,9.03,1.02,17.72,0.35,0.97,0.98
5.14,15.00,21629.76,1924.31,8474.57,175.27,175.27,720.21,288.00,640.38,2.09,1.00,11.23,1.03,25.87,0.51,0.97,0.98
6.18,18.00,29761.00,2306.80,8804.76,245.92,245.92,789.15,288.00,671.18,2.51,1.00,13.39,1.03,35.20,0.70,0.97,0.98
7.15,21.00,38995.64,2678.05,9122.03,332.36,332.36,840.47,288.00,693.34,2.98,1.00,15.75,1.04,45.13,0.89,0.97,0.98
8.21,24.00,50992.31,3087.39,9305.71,437.96,437.96,938.10,288.00,735.05,3.59,1.00,18.70,1.04,61.63,1.22,0.97,0.98
9.30,27.00,72760.02,3560.37,9753.57,644.75,644.75,1091.54,288.00,781.48,4.52,1.00,22.95,1.05,90.91,1.80,0.97,0.98
1.14,3.00,3911.83,1327.38,6625.18,6.32,6.32,585.80,288.00,564.45,1.22,1.00,6.70,1.02,27.88,0.24,0.97,0.98
2.09,6.00,3097.28,1351.79,6768.17,23.62,23.62,522.78,288.00,561.22,1.21,1.00,6.56,1.02,17.35,0.16,0.97,0.98
3.14,9.00,8376.73,1386.74,7066.54,60.32,60.32,595.45,288.00,582.81,1.39,1.00,7.58,1.02,12.70,0.25,0.97,0.98
4.16,12.00,14721.03,1547.45,7746.58,113.76,113.76,650.76,288.00,609.06,1.66,1.00,9.02,1.02,17.68,0.35,0.97,0.98
5.14,15.00,21629.96,1924.31,8475.47,175.26,175.26,719.22,288.00,640.19,2.09,1.00,11.22,1.03,25.81,0.51,0.97,0.98
6.18,18.00,29761.32,2306.81,8805.80,245.91,245.91,788.02,288.00,670.96,2.51,1.00,13.38,1.03,35.12,0.70,0.97,0.98
7.15,21.00,38995.05,2678.06,9122.54,332.33,332.33,839.42,288.00,693.16,2.98,1.00,15.73,1.04,45.05,0.89,0.97,0.98
8.21,24.00,50993.29,3087.43,9306.10,437.94,437.94,937.05,288.00,734.88,3.59,1.00,18.68,1.04,61.53,1.22,0.97,0.98
9.30,27.00,72760.34,3560.39,9754.43,644.71,644.71,1090.63,288.00,781.32,4.52,1.00,22.92,1.05,90.81,1.80,0.97,0.98
1.14,3.00,1749.21,1329.03,6625.83,6.39,6.39,517.58,288.00,554.46,1.15,1.00,6.27,1.02,23.26,0.16,0.97,0.98
2.09,6.00,2920.89,1355.39,6773.02,24.27,24.27,514.98,288.00,560.30,1.20,1.00,6.52,1.02,15.08,0.15,0.97,0.98
3.14,9.00,8376.87,1386.75,7069.09,60.33,60.33,594.63,288.00,582.67,1.39,1.00,7.57,1.02,12.66,0.25,0.97,0.98
4.16,12.00,14721.12,1547.45,7748.55,113.77,113.77,649.87,288.00,608.90,1.66,1.00,9.01,1.02,17.64,0.35,0.97,0.98
5.14,15.00,21630.09,1924.31,8476.37,175.23,175.23,718.23,288.00,640.01,2.09,1.00,11.21,1.03,25.75,0.51,0.97,0.98
6.18,18.00,29761.82,2306.83,8806.84,245.92,245.92,786.90,288.00,670.73,2.51,1.00,13.36,1.03,35.05,0.69,0.97,0.98
7.15,21.00,38994.56,2678.06,9123.05,332.35,332.35,838.37,288.00,692.99,2.98,1.00,15.71,1.04,44.97,0.89,0.97,0.98
8.21,24.00,50993.92,3087.46,9306.48,438.02,438.02,935.99,288.00,734.71,3.59,1.00,18.66,1.04,61.43,1.22,0.97,0.98
9.30,27.00,72762.00,3560.38,9755.30,645.06,645.06,1089.73,288.00,781.17,4.52,1.00,22.89,1.05,90.70,1.80,0.97,0.98
1.14,3.00,884.74,1340.26,6634.20,7.00,7.00,481.65,288.00,549.60,1.12,1.00,6.07,1.02,15.19,0.11,0.97,0.98
2.09,6.00,2857.20,1358.35,6777.41,24.79,24.79,510.99,288.00,559.88,1.20,1.00,6.50,1.02,13.28,0.14,0.97,0.98
3.14,9.00,8376.96,1386.75,7071.63,60.33,60.33,593.82,288.00,582.52,1.39,1.00,7.56,1.02,12.63,0.25,0.97,0.98
4.16,12.00,14721.12,1547.46,7750.52,113.76,113.76,648.98,288.00,608.73,1.66,1.00,9.00,1.02,17.59,0.35,0.97,0.98
5.14,15.00,21630.33,1924.31,8477.27,175.25,175.25,717.25,288.00,639.83,2.08,1.00,11.19,1.03,25.70,0.51,0.97,0.98
6.18,18.00,29762.52,2306.86,8807.89,245.92,245.92,785.78,288.00,670.51,2.51,1.00,13.35,1.03,34.97,0.69,0.97,0.98
7.15,21.00,38994.01,2678.06,9123.56,332.21,332.21,837.33,288.00,692.81,2.98,1.00,15.70,1.04,44.88,0.89,0.97,0.98
8.21,24.00,50993.81,3087.47,9306.89,438.01,438.01,934.91,288.00,734.54,3.59,1.00,18.64,1.04,61.33,1.21,0.97,0.98
9.30,27.00,72762.61,3560.39,9756.16,644.99,644.99,1088.83,288.00,781.01,4.52,1.00,22.87,1.05,90.59,1.79,0.97,0.98
1.14,3.00,746.28,1357.09,6647.31,7.93,7.93,467.54,288.00,548.64,1.12,1.00,6.04,1.02,5.23,0.09,0.97,0.98
2.09,6.00,2838.13,1359.74,6780.81,25.05,25.05,509.03,288.00,559.66,1.20,1.00,6.49,1.02,12.45,0.14,0.97,0.98
3.14,9.00,8377.09,1386.75,7074.18,60.33,60.33,593.00,288.00,582.37,1.39,1.00,7.55,1.02,12.59,0.25,0.97,0.98
4.16,12.00,14721.27,1547.46,7752.49,113.77,113.77,648.09,288.00,608.57,1.66,1.00,8.99,1.02,17.55,0.35,0.97,0.98
5.14,15.00,21630.41,1924.31,8478.17,175.28,175.28,716.27,288.00,639.64,2.08,1.00,11.18,1.03,25.64,0.51,0.97,0.98
6.18,18.00,29763.54,2306.90,8808.96,245.93,245.93,784.66,288.00,670.28,2.51,1.00,13.34,1.03,34.90,0.69,0.97,0.98
7.15,21.00,38993.55,2678.06,9124.06,332.22,332.22,836.29,288.00,692.64,2.98,1.00,15.68,1.04,44.80,0.89,0.97,0.98
8.21,24.00,50993.97,3087.48,9307.30,437.96,437.96,933.84,288.00,734.37,3.59,1.00,18.62,1.04,61.23,1.21,0.97,0.98
9.30,27.00,72763.87,3560.39,9757.01,644.74,644.74,1087.94,288.00,780.86,4.52,1.00,22.84,1.05,90.49,1.79,0.97,0.98
1.14,3.00,1419.85,1388.02,6671.01,9.72,9.72,483.83,288.00,552.49,1.15,1.00,6.19,1.02,0.47,0.10,0.97,0.98
2.09,6.00,2819.58,1362.74,6785.17,25.59,25.59,506.42,288.00,559.46,1.20,1.00,6.49,1.02,10.66,0.14,0.97,0.98
3.14,9.00,8377.13,1386.75,7076.73,60.33,60.33,592.19,288.00,582.23,1.39,1.00,7.55,1.02,12.56,0.25,0.97,0.98
4.16,12.00,14721.31,1547.46,7754.46,113.77,113.77,647.21,288.00,608.41,1.66,1.00,8.98,1.02,17.51,0.35,0.97,0.98
5.14,15.00,21630.60,1924.32,8479.07,175.27,175.27,715.29,288.00,639.46,2.08,1.00,11.17,1.03,25.59,0.51,0.97,0.98
6.18,18.00,29764.95,2306.95,8810.04,245.97,245.97,783.55,288.00,670.06,2.51,1.00,13.32,1.03,34.83,0.69,0.97,0.98
7.15,21.00,38993.03,2678.06,9124.57,332.33,332.33,835.25,288.00,692.47,2.98,1.00,15.66,1.04,44.72,0.89,0.97,0.98
8.21,24.00,50994.22,3087.49,9307.71,438.11,438.11,932.77,288.00,734.20,3.59,1.00,18.60,1.04,61.13,1.21,0.97,0.98
9.30,27.00,72763.99,3560.40,9757.85,645.00,645.00,1087.04,288.00,780.71,4.52,1.00,22.81,1.05,90.38,1.79,0.97,0.98
1.14,3.00,2975.32,1412.73,6691.48,11.22,11.22,530.39,288.00,560.69,1.21,1.00,6.53,1.02,0.00,0.16,0.97,0.98
2.09,6.00,2815.51,1361.95,6787.21,25.45,25.45,505.91,288.00,559.28,1.20,1.00,6.48,1.02,10.98,0.14,0.97,0.98
3.14,9.00,8377.27,1386.75,7079.28,60.33,60.33,591.38,288.00,582.08,1.39,1.00,7.54,1.02,12.53,0.25,0.97,0.98
4.16,12.00,14721.41,1547.46,7756.44,113.75,113.75,646.33,288.00,608.25,1.66,1.00,8.97,1.02,17.47,0.35,0.97,0.98
5.14,15.00,21630.93,1924.32,8479.98,175.29,175.29,714.32,288.00,639.28,2.08,1.00,11.16,1.03,25.53,0.51,0.97,0.98
6.18,18.00,29766.98,2307.02,8811.14,245.96,245.96,782.44,288.00,669.84,2.51,1.00,13.31,1.03,34.76,0.69,0.97,0.98
7.15,21.00,38992.54,2678.07,9125.08,332.33,332.33,834.21,288.00,692.29,2.97,1.00,15.65,1.04,44.64,0.88,0.97,0.98
8.21,24.00,50994.29,3087.50,9308.13,438.01,438.01,931.70,288.00,734.03,3.59,1.00,18.58,1.04,61.03,1.21,0.97,0.98
9.30,27.00,72765.78,3560.40,9758.71,644.82,644.82,1086.15,288.00,780.56,4.52,1.00,22.78,1.05,90.27,1.79,0.97,0.98
1.14,3.00,4984.55,1407.98,6692.17,10.95,10.95,589.42,288.00,569.25,1.28,1.00,6.92,1.02,0.00,0.23,0.97,0.98
2.09,6.00,2826.98,1365.75,6792.16,26.14,26.14,503.92,288.00,559.22,1.20,1.00,6.48,1.02,8.83,0.13,0.97,0.98
3.14,9.00,8377.34,1386.75,7081.82,60.34,60.34,590.57,288.00,581.93,1.39,1.00,7.53,1.02,12.49,0.25,0.97,0.98
4.16,12.00,14721.50,1547.46,7758.42,113.77,113.77,645.44,288.00,608.09,1.66,1.00,8.96,1.02,17.42,0.35,0.97,0.98
5.14,15.00,21630.98,1924.32,8480.88,175.26,175.26,713.34,288.00,639.10,2.08,1.00,11.15,1.03,25.47,0.50,0.97,0.98
6.18,18.00,29769.88,2307.12,8812.28,245.98,245.98,781.34,288.00,669.63,2.51,1.00,13.30,1.03,34.69,0.69,0.97,0.98
7.15,21.00,38992.09,2678.07,9125.58,332.20,332.20,833.18,288.00,692.12,2.97,1.00,15.63,1.04,44.56,0.88,0.97,0.98
8.21,24.00,50994.37,3087.51,9308.55,438.00,438.00,930.64,288.00,733.87,3.59,1.00,18.55,1.04,60.93,1.21,0.97,0.98
9.30,27.00,72766.94,3560.40,9759.55,644.88,644.88,1085.26,288.00,780.40,4.52,1.00,22.76,1.05,90.16,1.79,0.97,0.98
1.14,3.00,7166.26,1359.11,6664.59,8.09,8.09,659.44,288.00,575.90,1.33,1.00,7.23,1.02,13.33,0.32,0.97,0.98
2.09,6.00,2850.25,1367.34,6795.77,26.43,26.43,503.21,288.00,559.24,1.20,1.00,6.48,1.02,8.40,0.13,0.97,0.98
3.14,9.00,8377.42,1386.75,7084.37,60.34,60.34,589.77,288.00,581.79,1.39,1.00,7.53,1.02,12.46,0.25,0.97,0.98
4.16,12.00,14721.57,1547.46,7760.40,113.77,113.77,644.57,288.00,607.93,1.66,1.00,8.95,1.02,17.38,0.34,0.97,0.98
5.14,15.00,21630.83,1924.32,8481.77,175.25,175.25,712.37,288.00,638.92,2.08,1.00,11.14,1.03,25.42,0.50,0.97,0.98
6.18,18.00,29774.35,2307.24,8813.47,246.04,246.04,780.25,288.00,669.41,2.51,1.00,13.28,1.03,34.62,0.69,0.97,0.98
7.15,21.00,38991.60,2678.07,9126.09,332.28,332.28,832.15,288.00,691.95,2.97,1.00,15.61,1.04,44.47,0.88,0.97,0.98
8.21,24.00,50994.52,3087.52,9308.97,438.11,438.11,929.58,288.00,733.70,3.59,1.00,18.53,1.04,60.83,1.20,0.97,0.98
9.30,27.00,72766.88,3560.41,9760.37,644.89,644.89,1084.37,288.00,780.25,4.51,1.00,22.73,1.05,90.05,1.78,0.97,0.98
1.14,3.00,4887.26,1318.42,6639.17,5.82,5.82,609.21,288.00,567.02,1.25,1.00,6.81,1.02,31.60,0.27,0.97,0.98
2.09,6.00,2897.76,1370.37,6800.22,26.99,26.99,502.55,288.00,559.32,1.20,1.00,6.48,1.02,6.23,0.13,0.97,0.98
3.14,9.00,8377.55,1386.75,7086.92,60.33,60.33,588.96,288.00,581.64,1.39,1.00,7.52,1.02,12.43,0.25,0.97,0.98
4.16,12.00,14721.67,1547.46,7762.38,113.77,113.77,643.69,288.00,607.77,1.66,1.00,8.95,1.02,17.34,0.34,0.97,0.98
5.14,15.00,21631.28,1924.32,8482.68,175.27,175.27,711.40,288.00,638.74,2.08,1.00,11.13,1.03,25.36,0.50,0.97,0.98
6.18,18.00,29782.96,2307.44,8814.82,246.14,246.14,779.18,288.00,669.21,2.51,1.00,13.27,1.03,34.55,0.68,0.97,0.98
7.15,21.00,38991.19,2678.07,9126.60,332.29,332.29,831.12,288.00,691.78,2.97,1.00,15.59,1.04,44.39,0.88,0.97,0.98
8.21,24.00,50994.65,3087.52,9309.39,438.01,438.01,928.52,288.00,733.54,3.58,1.00,18.51,1.04,60.74,1.20,0.97,0.98
9.30,27.00,72768.79,3560.40,9761.22,644.99,644.99,1083.49,288.00,780.11,4.51,1.00,22.70,1.05,89.95,1.78,0.97,0.98
1.14,3.00,3020.16,1313.16,6636.29,5.52,5.52,557.11,288.00,559.20,1.19,1.00,6.47,1.02,31.57,0.21,0.97,0.99
2.09,6.00,2944.05,1371.71,6803.58,27.24,27.24,502.74,288.00,559.40,1.20,1.00,6.48,1.02,5.61,0.13,0.97,0.99
3.14,9.00,8377.68,1386.75,7089.48,60.34,60.34,588.16,288.00,581.49,1.39,1.00,7.51,1.02,12.39,0.25,0.97,0.99
4.16,12.00,14721.76,1547.46,7764.36,113.77,113.77,642.81,288.00,607.61,1.66,1.00,8.94,1.02,17.30,0.34,0.97,0.99
5.14,15.00,21631.41,1924.32,8483.58,175.30,175.30,710.43,288.00,638.56,2.08,1.00,11.11,1.03,25.31,0.50,0.97,0.99
6.18,18.00,29789.51,2307.52,8815.93,246.17,246.17,778.16,288.00,669.01,2.51,1.00,13.26,1.03,34.49,0.68,0.97,0.99
7.15,21.00,38990.68,2678.07,9127.10,332.20,332.20,830.10,288.00,691.61,2.97,1.00,15.58,1.04,44.31,0.88,0.97,0.99
8.21,24.00,50994.61,3087.53,9309.81,438.02,438.02,927.47,288.00,733.38,3.58,1.00,18.49,1.04,60.64,1.20,0.97,0.99
9.30,27.00,72769.18,3560.41,9762.05,644.98,644.98,1082.61,288.00,779.96,4.51,1.00,22.67,1.05,89.84,1.78,0.97,0.99
1.14,3.00,1043.64,1322.65,6642.26,6.02,6.02,489.85,288.00,549.27,1.12,1.00,6.06,1.02,23.35,0.13,0.97,0.99
2.09,6.00,3102.68,1376.31,6809.16,28.09,28.09,505.00,288.00,560.08,1.21,1.00,6.51,1.02,3.36,0.13,0.97,0.99
3.14,9.00,8377.82,1386.75,7092.03,60.34,60.34,587.36,288.00,581.35,1.39,1.00,7.50,1.02,12.36,0.25,0.97,0.99
4.16,12.00,14721.79,1547.46,7766.34,113.77,113.77,641.94,288.00,607.45,1.66,1.00,8.93,1.02,17.25,0.34,0.97,0.99
5.14,15.00,21631.72,1924.32,8484.49,175.30,175.30,709.47,288.00,638.38,2.08,1.00,11.10,1.03,25.25,0.50,0.97,0.99
6.18,18.00,29789.88,2307.50,8816.96,246.22,246.22,777.07,288.00,668.78,2.51,1.00,13.25,1.03,34.42,0.68,0.97,0.99
7.15,21.00,38990.19,2678.08,9127.61,332.21,332.21,829.08,288.00,691.44,2.97,1.00,15.56,1.04,44.23,0.88,0.97,0.99
8.21,24.00,50994.58,3087.52,9310.23,437.98,437.98,926.42,288.00,733.22,3.58,1.00,18.47,1.04,60.54,1.20,0.97,0.99
9.30,27.00,72769.51,3560.42,9762.88,645.01,645.01,1081.73,288.00,779.81,4.51,1.00,22.65,1.05,89.74,1.78,0.97,0.99
1.14,3.00,424.94,1349.46,6661.23,7.48,7.48,453.25,288.00,545.51,1.10,1.00,5.91,1.02,6.97,0.08,0.97,0.99
2.09,6.00,3098.27,1376.01,6811.46,28.04,28.04,504.30,288.00,559.91,1.21,1.00,6.51,1.02,3.50,0.13,0.97,0.99
3.14,9.00,8377.83,1386.75,7094.58,60.34,60.34,586.56,288.00,581.20,1.39,1.00,7.50,1.02,12.32,0.24,0.97,0.99
4.16,12.00,14721.93,1547.46,7768.33,113.77,113.77,641.07,288.00,607.29,1.66,1.00,8.92,1.02,17.21,0.34,0.97,0.99
5.14,15.00,21631.79,1924.33,8485.39,175.29,175.29,708.51,288.00,638.20,2.08,1.00,11.09,1.03,25.19,0.50,0.97,0.99
6.18,18.00,29790.24,2307.48,8817.98,246.22,246.22,775.97,288.00,668.56,2.51,1.00,13.23,1.03,34.35,0.68,0.97,0.99
7.15,21.00,38989.80,2678.07,9128.11,332.21,332.21,828.06,288.00,691.27,2.97,1.00,15.54,1.04,44.15,0.87,0.97,0.99
8.21,24.00,50994.49,3087.52,9310.64,438.08,438.08,925.37,288.00,733.05,3.58,1.00,18.45,1.04,60.44,1.20,0.97,0.99
9.30,27.00,72770.15,3560.41,9763.71,644.93,644.93,1080.86,288.00,779.67,4.51,1.00,22.62,1.05,89.63,1.77,0.97,0.99
1.14,3.00,1339.69,1387.71,6690.13,9.68,9.68,476.21,288.00,550.96,1.14,1.00,6.13,1.02,0.00,0.10,0.97,0.99
2.09,6.00,3248.10,1379.15,6816.04,28.63,28.63,507.22,288.00,560.49,1.22,1.00,6.53,1.02,1.98,0.13,0.97,0.99
3.14,9.00,8377.94,1386.75,7097.13,60.34,60.34,585.76,288.00,581.05,1.39,1.00,7.49,1.02,12.29,0.24,0.97,0.99
4.16,12.00,14721.92,1547.46,7770.31,113.76,113.76,640.20,288.00,607.13,1.66,1.00,8.91,1.02,17.17,0.34,0.97,0.99
5.14,15.00,21632.03,1924.33,8486.30,175.25,175.25,707.55,288.00,638.02,2.08,1.00,11.08,1.03,25.14,0.50,0.97,0.99
6.18,18.00,29790.56,2307.47,8819.01,246.19,246.19,774.88,288.00,668.34,2.51,1.00,13.22,1.03,34.27,0.68,0.97,0.99
7.15,21.00,38989.40,2678.08,9128.62,332.27,332.27,827.05,288.00,691.10,2.97,1.00,15.53,1.04,44.07,0.87,0.97,0.99
8.21,24.00,50994.46,3087.52,9311.06,438.11,438.11,924.33,288.00,732.89,3.58,1.00,18.43,1.04,60.35,1.20,0.97,0.99
9.30,27.00,72771.18,3560.42,9764.54,645.09,645.09,1080.00,288.00,779.52,4.51,1.00,22.59,1.05,89.53,1.77,0.97,0.99
1.14,3.00,1733.57,1397.57,6699.65,10.28,10.28,487.28,288.00,553.05,1.16,1.00,6.22,1.02,0.00,0.11,0.97,0.99
2.09,6.00,3220.67,1378.55,6818.20,28.50,28.50,505.84,288.00,560.24,1.22,1.00,6.52,1.02,2.25,0.13,0.97,0.99
3.14,9.00,8378.06,1386.75,7099.69,60.35,60.35,584.96,288.00,580.91,1.39,1.00,7.48,1.02,12.26,0.24,0.97,0.99
4.16,12.00,14722.08,1547.46,7772.31,113.78,113.78,639.34,288.00,606.97,1.66,1.00,8.90,1.02,17.13,0.34,0.97,0.99
5.14,15.00,21632.27,1924.33,8487.21,175.31,175.31,706.60,288.00,637.84,2.08,1.00,11.07,1.03,25.08,0.50,0.97,0.99
6.18,18.00,29790.88,2307.45,8820.03,246.25,246.25,773.80,288.00,668.12,2.51,1.00,13.20,1.03,34.20,0.68,0.97,0.99
7.15,21.00,38988.90,2678.08,9129.12,332.15,332.15,826.03,288.00,690.93,2.97,1.00,15.51,1.04,43.99,0.87,0.97,0.99
8.21,24.00,50994.38,3087.52,9311.47,438.04,438.04,923.29,288.00,732.73,3.58,1.00,18.41,1.04,60.25,1.19,0.97,0.99
9.30,27.00,72772.08,3560.42,9765.37,645.11,645.11,1079.13,288.00,779.38,4.51,1.00,22.57,1.05,89.42,1.77,0.97,0.99
1.14,3.00,2689.27,1412.72,6713.12,11.20,11.20,515.28,288.00,557.95,1.20,1.00,6.42,1.02,0.00,0.14,0.97,0.99
